symbol,name,current_price,previous_price,price_change_pct,market_cap,total_volume,weight_ratio,contribution
BTC,Bitcoin,108632.0,108484.33112846792,0.13612000000000624,2163083224773.0,27618777429.0,0.4886738037542272,72.16190914767482
ETH,Ethereum,4368.68,4370.3249903263595,-0.03764000000000545,527253913961.0,18762481350.0,0.2443369018771136,-0.4019318399604339
XRP,XRP,2.81,2.81623401561697,-0.22136000000001488,167260690548.0,3109363385.0,0.08467200728765759,-0.0005278466157514561
BNB,BNB,863.28,861.1650647175602,0.24558999999999553,120138055547.0,742032648.0,0.06081722060020653,0.12862448562729983
SOL,Solana,202.32,204.50567485053256,-1.068760000000002,109437494546.0,5614202703.0,0.05540029940915905,-0.121087041130573
DOGE,Dogecoin,0.21572,0.21327353923147574,1.147100000000001,32521895852.0,1030746065.0,0.016463486988885397,4.027727503141765e-05
ADA,Cardano,0.822893,0.8269941466727649,-0.4959100000000105,30033084043.0,1030925757.0,0.015203581323430903,-6.235211695870005e-05
LINK,Chainlink,23.46,23.40995419991143,0.21378000000000785,15908123397.0,699062476.0,0.008053133918021161,0.00040302553014778705
SUI,Sui,3.31,3.290088385093415,0.6051999999999946,11608468246.0,685280750.0,0.005876529055951615,0.00011701118354946733
AVAX,Avalanche,23.8,23.563861827850744,1.0021199999999952,10048002245.0,296779927.0,0.005086577823681077,0.0012011351897789951
LTC,Litecoin,110.7,109.92968968546704,0.7007299999999939,8441913651.0,346115373.0,0.004273531167648256,0.0032919451379175508
DOT,Polkadot,3.81,3.7833966679893662,0.7031599999999916,5798026667.0,165676511.0,0.002935122141334046,7.808402881767208e-05
NEAR,NEAR Protocol,2.44,2.437597990939728,0.09854000000000251,3045177037.0,80442786.0,0.00154155319713377,3.7028247464067432e-06
APT,Aptos,4.34,4.261856307488416,1.8335599999999896,2978672968.0,334773479.0,0.0015078869902289808,0.00011783185730667124
ARB,Arbitrum,0.499383,0.4918737116070093,1.5266699999999966,2645264690.0,239469499.0,0.0013391064593577422,1.0055736592233964e-05
ICP,Internet Computer,4.86,4.917393356561103,-1.1671499999999946,2610838515.0,38102586.0,0.001321678973372028,-7.585559257805292e-05
ATOM,Cosmos Hub,4.5,4.4757521650705145,0.5417599999999911,2097850682.0,65094870.0,0.0010619902838661657,2.5750965099904187e-05
FIL,Filecoin,2.29,2.265147481378559,1.0971700000000029,1573368117.0,96943567.0,0.0007964826417511466,1.9794599685774892e-05
OP,Optimism,0.709638,0.6944967893476788,2.1801699999999924,1262487240.0,95549245.0,0.0006391061069736384,9.676840194872794e-06
