symbol,name,current_price,previous_price,price_change_pct,market_cap,total_volume,weight_ratio,contribution
BTC,Bitcoin,121547.0,123458.92190225488,-1.5486299999999953,2422072506702.0,71983139494.0,0.48549908726068597,-928.236338458458
ETH,Ethereum,4369.24,4522.780248429743,-3.3948200000000095,527251380757.0,42805014392.0,0.24028824988871347,-36.893917582661196
BNB,BNB,1253.66,1296.3171300068577,-3.2906400000000002,174455625298.0,6765406762.0,0.07950597839290921,-3.3914968566287427
XRP,XRP,2.81,2.8937354437898586,-2.8936800000000096,168031885092.0,5455544741.0,0.07657843880140855,-0.006412329557770467
SOL,Solana,220.34,228.30153665771067,-3.4872899999999984,120286126561.0,7999621578.0,0.05481890402209487,-0.436442713907431
DOGE,Dogecoin,0.24859,0.25614000850468494,-2.9476099999999894,37594434132.0,3025558825.0,0.017133195118740074,-0.00012935576885891387
ADA,Cardano,0.81406,0.8375700898809031,-2.806940000000002,29748061691.0,1330226379.0,0.013557308604956122,-0.00031873354384565923
LINK,Chainlink,22.03,22.566340996362857,-2.3767300000000047,14934588976.0,887564515.0,0.006806252916204753,-0.0036504724705748535
SUI,Sui,3.41,3.5310270100785455,-3.427530000000001,12348353379.0,1080418052.0,0.005627608254315413,-0.0006810926009131363
AVAX,Avalanche,28.36,28.844791526710264,-1.6806899999999958,11962680194.0,583847396.0,0.0054518425037931445,-0.002643007050797788
LTC,Litecoin,125.79,118.41479500562374,6.228279999999997,9613653441.0,1170763425.0,0.004381302818131746,0.032313006426160036
DOT,Polkadot,4.07,4.200194695019942,-3.0997300000000005,6187088773.0,283303796.0,0.0028196886483934347,-0.00036710850362877437
NEAR,NEAR Protocol,2.89,2.9682133112144955,-2.635030000000005,3603761588.0,291825934.0,0.0016423694590489593,-0.00012845515362977866
APT,Aptos,5.02,5.170947187736078,-2.919139999999998,3535754437.0,458439497.0,0.0016113760470065944,-0.00024323268268092467
ICP,Internet Computer,4.36,4.506661175982225,-3.2543199999999883,2347281789.0,58517226.0,0.0010697444400518438,-0.00015688997757844943
ARB,Arbitrum,0.418255,0.43441669104010316,-3.720319999999999,2259641817.0,192114504.0,0.0010298036143645964,-1.6643367847342165e-05
ATOM,Cosmos Hub,4.05,4.162641067280613,-2.7059999999999973,1914774887.0,95380795.0,0.0008726348063185811,-9.829451592993605e-05
FIL,Filecoin,2.3,2.369829881246794,-2.9466199999999887,1610362272.0,193176723.0,0.0007339025484772143,-5.1248327806883446e-05
OP,Optimism,0.706168,0.7311635573723305,-3.418600000000005,1255792639.0,157267637.0,0.0005723118543856611,-1.4305253791161653e-05
