symbol,name,current_price,previous_price,price_change_pct,market_cap,total_volume,weight_ratio,contribution
BTC,Bitcoin,122415.0,120684.96890228879,1.4335100000000045,2439360040551.0,83102726863.0,0.4823941355557525,834.5568558649685
ETH,Ethereum,4524.97,4478.10617110873,1.0465100000000005,546171831138.0,45779021948.0,0.24119706777787625,11.303418113418399
XRP,XRP,3.05,3.037661626007483,0.4061799999999893,182548647047.0,6764035267.0,0.08141819097809477,0.0010045680900818818
BNB,BNB,1180.42,1093.0498983084499,7.99323999999999,164207988430.0,4246645317.0,0.07323810709306612,6.39882086441783
SOL,Solana,233.21,234.0626903810582,-0.3642999999999952,127120002476.0,9787558458.0,0.056696561744783075,-0.04834461283884779
DOGE,Dogecoin,0.258948,0.2614677912510656,-0.9637099999999843,39146344021.0,2986754727.0,0.01745958989646949,-4.399452186831728e-05
ADA,Cardano,0.868935,0.8692795824264739,-0.039639999999996345,31749348164.0,1687731389.0,0.014160469190336056,-4.879448833614028e-06
LINK,Chainlink,22.61,22.724383182750373,-0.5033499999999913,15332751909.0,991086916.0,0.006838532869681022,-0.0007822131549771583
AVAX,Avalanche,31.43,30.943609775384637,1.5718600000000027,13264745866.0,1188700894.0,0.005916185245217514,0.0028775746702874422
SUI,Sui,3.59,3.578968188455903,0.30824000000000407,12988106858.0,1361693452.0,0.005792801983003932,6.390509978876976e-05
LTC,Litecoin,120.7,119.37946022483099,1.1061699999999952,9217186204.0,1113976702.0,0.00411094050149119,0.005428660445572353
DOT,Polkadot,4.33,4.29174297395586,0.8914099999999925,6594162716.0,319620373.0,0.0029410505530270553,0.00011251584760428823
NEAR,NEAR Protocol,3.04,2.9654309761311097,2.514609999999995,3801456133.0,337468279.0,0.0016954805551188557,0.00012643032998389732
APT,Aptos,5.41,5.162244773036327,4.799369999999992,3800222127.0,911977726.0,0.0016949301783409317,0.00041992781102243693
ICP,Internet Computer,4.67,4.57705376911067,2.0307000000000075,2512878478.0,65140427.0,0.0011207643723257625,0.00010417082412272566
ARB,Arbitrum,0.451984,0.45161020223560955,0.08277000000000978,2442048761.0,280869131.0,0.0010891737387115584,4.071307085631674e-07
ATOM,Cosmos Hub,4.3,4.301380312942423,-0.03208999999999573,2024942340.0,112043687.0,0.0009031408603937913,-1.2466170184328154e-06
FIL,Filecoin,2.4,2.3831870917054365,0.7054799999999917,1664436214.0,198087695.0,0.0007423521769921332,1.2481099074038225e-05
OP,Optimism,0.745407,0.749291024956967,-0.5183599999999955,1324022176.0,186068496.0,0.000590524729318021,-2.293612786377338e-06
