symbol,name,current_price,previous_price,price_change_pct,market_cap,total_volume,weight_ratio,contribution
BTC,Bitcoin,121723.0,124814.82548657562,-2.477130000000005,2426978465099.0,75932990813.0,0.4828338037903587,-1492.8378603392816
ETH,Ethereum,4477.52,4696.344775931076,-4.659469999999988,541019266047.0,49294251726.0,0.24141690189517934,-52.82799946318699
BNB,BNB,1309.89,1220.223578636879,7.348360000000009,181905591378.0,8971170801.0,0.08174092847814762,7.329416535534332
XRP,XRP,2.86,2.990932871962765,-4.377659999999994,171395129638.0,6938423847.0,0.07701795710132853,-0.010084182315981988
SOL,Solana,221.52,233.36908175713688,-5.077399999999999,121072160433.0,9418156722.0,0.054404874153008445,-0.6446478018257397
DOGE,Dogecoin,0.249162,0.267127070135088,-6.725289999999983,37683054167.0,3729263919.0,0.016933222404924057,-0.0003042065281175046
ADA,Cardano,0.822389,0.8719951471294127,-5.688809999999989,30063633722.0,1796835773.0,0.013509366673378877,-0.000670147630824817
LINK,Chainlink,21.95,23.4302355928869,-6.317629999999996,14899070359.0,1312878176.0,0.006695032491195864,-0.009910225389002363
SUI,Sui,3.46,3.639533453886743,-4.93287,12532950686.0,1233594788.0,0.005631795141006186,-0.0010110956332474174
AVAX,Avalanche,28.07,30.564936279675592,-8.162740000000001,11852576476.0,1054161954.0,0.005326062814601665,-0.013288187343980792
LTC,Litecoin,117.34,118.3422762401608,-0.8469300000000013,8963212121.0,732886743.0,0.004027700717536802,-0.004036868731665727
DOT,Polkadot,4.16,4.385093423045037,-5.1331500000000085,6339451329.0,346777988.0,0.002848689992149181,-0.0006412213815269975
APT,Aptos,5.35,5.289267571886088,1.148220000000011,3773850819.0,726017704.0,0.0016958141173465094,0.00010299090897630269
NEAR,NEAR Protocol,2.95,3.045403350769558,-3.1326999999999994,3692598843.0,354964396.0,0.0016593028044802496,-0.00015830304748874053
ICP,Internet Computer,4.45,4.629088798718169,-3.868769999999999,2394266971.0,73046153.0,0.001075885594013531,-0.00019267905859006703
ARB,Arbitrum,0.423565,0.4571418395435543,-7.3449499999999945,2289210317.0,293341489.0,0.0010286774330344503,-3.453973711107304e-05
ATOM,Cosmos Hub,4.07,4.270361967212015,-4.691920000000016,1921823326.0,137166878.0,0.0008635887541893379,-0.00017303034165154857
FIL,Filecoin,2.29,2.40419366966358,-4.749770000000009,1598750517.0,216200819.0,0.000718413055225655,-8.203822311044164e-05
OP,Optimism,0.715696,0.7588387930907432,-5.685370000000001,1272885359.0,209372925.0,0.000571982588895197,-2.4676926484213115e-05
