symbol,name,current_price,previous_price,price_change_pct,market_cap,total_volume,weight_ratio,contribution
BTC,Bitcoin,91840.0,94196.24367862588,-2.5014199999999875,1831996437830.0,95378619757.0,0.5021519123615692,-1183.1922692118426
ETH,Ethereum,3016.21,3089.425048453275,-2.3698600000000014,363716526659.0,40034596783.0,0.2334762113391714,-17.093972125884484
XRP,XRP,2.15,2.211811277974269,-2.7946000000000026,129750320718.0,5970279554.0,0.08328907564236863,-0.005148204206750365
BNB,BNB,904.34,926.3990434633315,-2.3811600000000044,124535777011.0,3288302595.0,0.07994176580259797,-1.7634388863749746
SOL,Solana,130.45,137.40681063782566,-5.062929999999999,72429378681.0,7554333067.0,0.04649372707758312,-0.32344805512549357
DOGE,Dogecoin,0.151754,0.1586510365102083,-4.347299999999999,23067174791.0,2720947265.0,0.014807236355114517,-0.00010212604975650831
ADA,Cardano,0.462862,0.48326839457567344,-4.222579999999998,16938884381.0,1322168547.0,0.010873375993981067,-0.00022188640090283312
LINK,Chainlink,13.25,13.776572278604506,-3.8222300000000153,9231054024.0,872183081.0,0.005925580396327042,-0.0031202463713481247
LTC,Litecoin,90.81,95.98370401547155,-5.390189999999995,6962190635.0,788885491.0,0.004469155985328217,-0.023122090267061277
AVAX,Avalanche,14.49,15.093665098133823,-3.999459999999999,6220104272.0,632303347.0,0.003992797338358778,-0.002410312397088816
SUI,Sui,1.61,1.6887147076981686,-4.661219999999988,5928683960.0,1147187492.0,0.003805729373705004,-0.0002995668752295231
DOT,Polkadot,2.65,2.7837991294587403,-4.806350000000004,4345526145.0,265097617.0,0.0027894717623351897,-0.0003732288934501868
ICP,Internet Computer,5.43,4.83254260891977,12.363210000000002,2933467325.0,584650669.0,0.0018830456878589199,0.0011250395639530672
NEAR,NEAR Protocol,2.22,2.306320023304221,-3.7427599999999894,2840096583.0,459776980.0,0.0018231093212265463,-0.0001573708390944179
APT,Aptos,2.73,2.8249511273107166,-3.3611599999999964,2000516747.0,363007304.0,0.0012841678520922007,-0.0001219331852123361
FIL,Filecoin,2.01,1.955975373394239,2.762029999999993,1447670666.0,491905685.0,0.0009292859619805551,5.0204327105974606e-05
ATOM,Cosmos Hub,2.69,2.7599155609477077,-2.533249999999998,1288486736.0,84388937.0,0.0008271029206327412,-5.782736465752554e-05
ARB,Arbitrum,0.225004,0.2356523768209321,-4.518679999999997,1240451814.0,186972490.0,0.0007962684361413416,-8.478966358647304e-06
OP,Optimism,0.362057,0.3816791639885687,-5.141009999999991,686973013.0,116296720.0,0.0004409803916275425,-8.652989560258886e-06
